Diederichs Lab - RNA Biology & Cancer 
 German Cancer Research Center (DKFZ) - Heidelberg - Germany 
 http://r-deep.dkfz.de 
 Caudron-Herger et al. 2019 Molecular Cell 75 1-16 
 June 30 2022 
 
"Entry_Name","Uniprot_ID","Gene_Name","Times_Listed_as_RBP","R_DeeP_shift","Baltz_2012","Castello_2012","Beckmann_2015","Castello_2016","Conrad_2016","Mullari_2017","Bao_2018","Perez_Perri_2018","Trendel_2018","Gene_Ontology_RNA_Binding","Cook_2011","Kwon_2013","Ray_2013","Gerstberger_2014","He_2016","Hendrickson_2016","Sundararaman_2016","Brannan_2016","Treiber_2017"
"DZI1L_HUMAN","Q8IYY4","DZIP1L",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"DZIP1_HUMAN","Q86YF9","DZIP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"E2AK1_HUMAN","Q9BQI3","EIF2AK1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"E2AK3_HUMAN","Q9NZJ5","EIF2AK3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"E41L3_HUMAN","Q9Y2J2","EPB41L3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"E4F1_HUMAN","Q66K89","E4F1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EAF1_HUMAN","Q96JC9","EAF1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EAF2_HUMAN","Q96CJ1","EAF2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EAPP_HUMAN","Q56P03","EAPP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ECD_HUMAN","O95905","ECD",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ECE1_HUMAN","P42892","ECE1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"ECP_HUMAN","P12724","RNASE3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"ECT2L_HUMAN","Q008S8","ECT2L",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"EF1DL_HUMAN","Q658K8","EEF1DP3",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"EFHD1_HUMAN","Q9BUP0","EFHD1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"EFL1_HUMAN","Q7Z2Z2","EFL1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"EFMT1_HUMAN","Q8WVE0","EEF1AKMT1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EFMT2_HUMAN","Q5JPI9","EEF1AKMT2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"EFNA1_HUMAN","P20827","EFNA1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EHD1_HUMAN","Q9H4M9","EHD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EHD4_HUMAN","Q9H223","EHD4",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"EHMT1_HUMAN","Q9H9B1","EHMT1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"EHMT2_HUMAN","Q96KQ7","EHMT2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"ELL_HUMAN","P55199","ELL",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ELL2_HUMAN","O00472","ELL2",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ELL3_HUMAN","Q9HB65","ELL3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ELP2_HUMAN","Q6IA86","ELP2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EMAL2_HUMAN","O95834","EML2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"EMC2_HUMAN","Q15006","EMC2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"EMSA1_HUMAN","Q6PJG2","ELMSAN1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EMSY_HUMAN","Q7Z589","EMSY",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EN113_HUMAN","Q902F9","HERVK_113",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ENAH_HUMAN","Q8N8S7","ENAH",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ENK19_HUMAN","O71037","ERVK-19",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ENK21_HUMAN","P61565","ERVK-21",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ENK25_HUMAN","P61570","ERVK-25",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ENK6_HUMAN","Q69384","ERVK-6",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ENK8_HUMAN","Q902F8","ERVK-8",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ENK9_HUMAN","Q9UKH3","ERVK-9",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ENOB_HUMAN","P13929","ENO3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ENOG_HUMAN","P09104","ENO2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ENSA_HUMAN","O43768","ENSA",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"EP15R_HUMAN","Q9UBC2","EPS15L1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EP300_HUMAN","Q09472","EP300",1,"X"," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"EP400_HUMAN","Q96L91","EP400",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EPCAM_HUMAN","P16422","EPCAM",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"EPHA8_HUMAN","P29322","EPHA8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EPHB3_HUMAN","P54753","EPHB3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"EPOP_HUMAN","A6NHQ4","EPOP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ERCC1_HUMAN","P07992","ERCC1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ERCC2_HUMAN","P18074","ERCC2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"ERCC3_HUMAN","P19447","ERCC3",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "
"ERCC5_HUMAN","P28715","ERCC5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ERFE_HUMAN","Q4G0M1","ERFE",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ERI2_HUMAN","A8K979","ERI2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"ERK25_HUMAN","P61579","ERVK-25",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"ERLN1_HUMAN","O75477","ERLIN1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"ERMAP_HUMAN","Q96PL5","ERMAP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ERMP1_HUMAN","Q7Z2K6","ERMP1",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"ERN1_HUMAN","O75460","ERN1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"ERN2_HUMAN","Q76MJ5","ERN2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"ERR1_HUMAN","P11474","ESRRA",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ERRFI_HUMAN","Q9UJM3","ERRFI1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ES8L3_HUMAN","Q8TE67","EPS8L3",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"ESCO2_HUMAN","Q56NI9","ESCO2",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"ESS2_HUMAN","Q96DF8","ESS2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ESYT2_HUMAN","A0FGR8","ESYT2",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"ETKMT_HUMAN","Q8IXQ9","ETFBKMT",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EVL_HUMAN","Q9UI08","EVL",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"EXD1_HUMAN","Q8NHP7","EXD1",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"EYA1_HUMAN","Q99502","EYA1",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"EZH1_HUMAN","Q92800","EZH1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"F102B_HUMAN","Q5T8I3","FAM102B",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"F10C1_HUMAN","Q70Z53","FRA10AC1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"F111A_HUMAN","Q96PZ2","FAM111A",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"F111B_HUMAN","Q6SJ93","FAM111B",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"F149B_HUMAN","Q96BN6","FAM149B1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"F163A_HUMAN","Q96GL9","FAM163A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"F177A_HUMAN","Q8N128","FAM177A1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"F193A_HUMAN","P78312","FAM193A",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"F199X_HUMAN","Q6PEV8","FAM199X",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"F208B_HUMAN","Q5VWN6","FAM208B",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"F234A_HUMAN","Q9H0X4","FAM234A",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"F263_HUMAN","Q16875","PFKFB3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FA10_HUMAN","P00742","F10",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"FA12_HUMAN","P00748","F12",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FA49A_HUMAN","Q9H0Q0","FAM49A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FA83H_HUMAN","Q6ZRV2","FAM83H",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FA92A_HUMAN","A1XBS5","FAM92A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FA98C_HUMAN","Q17RN3","FAM98C",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"FADS2_HUMAN","O95864","FADS2",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"FAF1_HUMAN","Q9UNN5","FAF1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FAF2_HUMAN","Q96CS3","FAF2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"FAH2B_HUMAN","Q6P2I3","FAHD2B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FAM9A_HUMAN","Q8IZU1","FAM9A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FANCM_HUMAN","Q8IYD8","FANCM",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "
"FAP24_HUMAN","Q9BTP7","FAAP24",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FARP2_HUMAN","O94887","FARP2",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FBN1_HUMAN","P35555","FBN1",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"FBW1A_HUMAN","Q9Y297","BTRC",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"FBW1B_HUMAN","Q9UKB1","FBXW11",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"FBX11_HUMAN","Q86XK2","FBXO11",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"FBX15_HUMAN","Q8NCQ5","FBXO15",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FBX17_HUMAN","Q96EF6","FBXO17",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"FBX22_HUMAN","Q8NEZ5","FBXO22",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"FBX31_HUMAN","Q5XUX0","FBXO31",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FBX5_HUMAN","Q9UKT4","FBXO5",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"FBX50_HUMAN","Q6ZVX7","NCCRP1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"FBX9_HUMAN","Q9UK97","FBXO9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FCG2B_HUMAN","P31994","FCGR2B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FCGBP_HUMAN","Q9Y6R7","FCGBP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FCL_HUMAN","Q13630","TSTA3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FCRL2_HUMAN","Q96LA5","FCRL2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FCRL3_HUMAN","Q96P31","FCRL3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FCRLB_HUMAN","Q6BAA4","FCRLB",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FETA_HUMAN","P02771","AFP",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"FGF10_HUMAN","O15520","FGF10",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FGF20_HUMAN","Q9NP95","FGF20",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FGF3_HUMAN","P11487","FGF3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FGF8_HUMAN","P55075","FGF8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FGF9_HUMAN","P31371","FGF9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FL2D_HUMAN","Q15007","WTAP",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"FLNC_HUMAN","Q14315","FLNC",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"FLOT2_HUMAN","Q14254","FLOT2",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"FMNL1_HUMAN","O95466","FMNL1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FMR1N_HUMAN","Q8N0W7","FMR1NB",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FOXA3_HUMAN","P55318","FOXA3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FOXK1_HUMAN","P85037","FOXK1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"FOXP1_HUMAN","Q9H334","FOXP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FPRP_HUMAN","Q9P2B2","PTGFRN",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"FR1OP_HUMAN","O95684","FGFR1OP",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"FR8P1_HUMAN","Q9BZ68","FRMD8P1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FRIL_HUMAN","P02792","FTL",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FRK_HUMAN","P42685","FRK",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FRM4A_HUMAN","Q9P2Q2","FRMD4A",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FRMD8_HUMAN","Q9BZ67","FRMD8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FRPD2_HUMAN","Q68DX3","FRMPD2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FRS1L_HUMAN","Q9P0K9","FRRS1L",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FSTL5_HUMAN","Q8N475","FSTL5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FTO_HUMAN","Q9C0B1","FTO",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"FXRD1_HUMAN","Q96CU9","FOXRED1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"FYB1_HUMAN","O15117","FYB1",1," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "
"FYCO1_HUMAN","Q9BQS8","FYCO1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"FZR1_HUMAN","Q9UM11","FZR1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"G3PT_HUMAN","O14556","GAPDHS",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"G6PI_HUMAN","P06744","GPI",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"GA113_HUMAN","P62684","HERVK_113",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"GA45B_HUMAN","O75293","GADD45B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GABP1_HUMAN","Q06547","GABPB1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GABP2_HUMAN","Q8TAK5","GABPB2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GAK19_HUMAN","Q9YNA8","ERVK-19",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"GAK21_HUMAN","P62683","ERVK-21",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"GAK6_HUMAN","Q7LDI9","ERVK-6",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"GAK8_HUMAN","P62685","ERVK-8",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"GAK9_HUMAN","P63126","ERVK-9",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"GAL3A_HUMAN","P0DPI2","GATD3A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GALK1_HUMAN","P51570","GALK1",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"GALK2_HUMAN","Q01415","GALK2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GALT2_HUMAN","Q10471","GALNT2",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GANP_HUMAN","O60318","MCM3AP",1," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "
"GAPD1_HUMAN","Q14C86","GAPVD1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GARE2_HUMAN","Q75VX8","GAREM2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GAS2_HUMAN","O43903","GAS2",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"GATA1_HUMAN","P15976","GATA1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GATA3_HUMAN","P23771","GATA3",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GBA2_HUMAN","Q9HCG7","GBA2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GBB1_HUMAN","P62873","GNB1",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"GBF1_HUMAN","Q92538","GBF1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"GBP2_HUMAN","P32456","GBP2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GBP7_HUMAN","Q8N8V2","GBP7",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GCDH_HUMAN","Q92947","GCDH",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GCM2_HUMAN","O75603","GCM2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GCP2_HUMAN","Q9BSJ2","TUBGCP2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"GCST_HUMAN","P48728","AMT",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"GDC_HUMAN","P16260","SLC25A16",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GDIR1_HUMAN","P52565","ARHGDIA",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GDIR2_HUMAN","P52566","ARHGDIB",1," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "
"GEPH_HUMAN","Q9NQX3","GPHN",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GFRA1_HUMAN","P56159","GFRA1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GGNB2_HUMAN","Q9H3C7","GGNBP2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GGYF1_HUMAN","O75420","GIGYF1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GIMA8_HUMAN","Q8ND71","GIMAP8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GIP_HUMAN","P09681","GIP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GL1AD_HUMAN","Q6EEV4","POLR2M",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GLBL3_HUMAN","Q8NCI6","GLB1L3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GLCNE_HUMAN","Q9Y223","GNE",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"GLGB_HUMAN","Q04446","GBE1",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"GLMN_HUMAN","Q92990","GLMN",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GLPK2_HUMAN","Q14410","GK2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GMPPA_HUMAN","Q96IJ6","GMPPA",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GMPR2_HUMAN","Q9P2T1","GMPR2",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"GNA1_HUMAN","Q96EK6","GNPNAT1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"GNAS1_HUMAN","Q5JWF2","GNAS",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GNAS2_HUMAN","P63092","GNAS",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GNAS3_HUMAN","O95467","GNAS",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GNPTA_HUMAN","Q3T906","GNPTAB",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"GOGA2_HUMAN","Q08379","GOLGA2",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
