Diederichs Lab - RNA Biology & Cancer 
 German Cancer Research Center (DKFZ) - Heidelberg - Germany 
 http://r-deep.dkfz.de 
 Caudron-Herger et al. 2019 Molecular Cell 75 1-16 
 June 30 2022 
 
"Entry_Name","Uniprot_ID","Gene_Name","Times_Listed_as_RBP","R_DeeP_shift","Baltz_2012","Castello_2012","Beckmann_2015","Castello_2016","Conrad_2016","Mullari_2017","Bao_2018","Perez_Perri_2018","Trendel_2018","Gene_Ontology_RNA_Binding","Cook_2011","Kwon_2013","Ray_2013","Gerstberger_2014","He_2016","Hendrickson_2016","Sundararaman_2016","Brannan_2016","Treiber_2017"
"CFA45_HUMAN","Q9UL16","CFAP45",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CFA52_HUMAN","Q8N1V2","CFAP52",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CFA74_HUMAN","Q9C0B2","CFAP74",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CFA97_HUMAN","Q9P2B7","CFAP97",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CH082_HUMAN","Q6P1X6","C8orf82",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CH3L1_HUMAN","P36222","CHI3L1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CHAP1_HUMAN","Q96JM3","CHAMP1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"CHC10_HUMAN","Q8WYQ3","CHCHD10",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CHCH9_HUMAN","Q5T1J5","CHCHD2P9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CHD1L_HUMAN","Q86WJ1","CHD1L",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CHDH_HUMAN","Q8NE62","CHDH",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CHK1_HUMAN","O14757","CHEK1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CHM1A_HUMAN","Q9HD42","CHMP1A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CHM4A_HUMAN","Q9BY43","CHMP4A",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CHM4B_HUMAN","Q9H444","CHMP4B",1,"X"," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CHMP3_HUMAN","Q9Y3E7","CHMP3",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CHP1_HUMAN","Q99653","CHP1",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CHRC1_HUMAN","Q9NRG0","CHRAC1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CHRD1_HUMAN","Q9UHD1","CHORDC1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CHSTF_HUMAN","Q7LFX5","CHST15",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CI116_HUMAN","Q5BN46","C9orf116",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CI129_HUMAN","Q5T035","C9orf129",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"CIAO1_HUMAN","O76071","CIAO1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CIC_HUMAN","Q96RK0","CIC",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CIDEC_HUMAN","Q96AQ7","CIDEC",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CIKS_HUMAN","O43734","TRAF3IP2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CINP_HUMAN","Q9BW66","CINP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CIR1_HUMAN","Q86X95","CIR1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CIZ1_HUMAN","Q9ULV3","CIZ1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CJ085_HUMAN","Q8N1V8","LINC01561",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CK054_HUMAN","Q9H0W9","C11orf54",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CK5P1_HUMAN","Q96SZ6","CDK5RAP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"CKAP2_HUMAN","Q8WWK9","CKAP2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CL045_HUMAN","Q8N5I9","C12orf45",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CLC4M_HUMAN","Q9H2X3","CLEC4M",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CLP1L_HUMAN","Q96KA5","CLPTM1L",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CLPB_HUMAN","Q9H078","CLPB",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CLPP_HUMAN","Q16740","CLPP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CLPX_HUMAN","O76031","CLPX",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"CLUS_HUMAN","P10909","CLU",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CMGA_HUMAN","P10645","CHGA",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CNDP2_HUMAN","Q96KP4","CNDP2",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CNN1_HUMAN","P51911","CNN1",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CNN2_HUMAN","Q99439","CNN2",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CNRP1_HUMAN","Q96F85","CNRIP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CO1A1_HUMAN","P02452","COL1A1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CO1A2_HUMAN","P08123","COL1A2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CO2A1_HUMAN","P02458","COL2A1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CO3A1_HUMAN","P02461","COL3A1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CO4A2_HUMAN","P08572","COL4A2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COA1_HUMAN","Q9GZY4","COA1",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"COA3_HUMAN","Q9Y2R0","COA3",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COBL_HUMAN","O75128","COBL",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"COIA1_HUMAN","P39060","COL18A1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COP1_HUMAN","Q8NHY2","COP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"COPE_HUMAN","O14579","COPE",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COPG2_HUMAN","Q9UBF2","COPG2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COPRS_HUMAN","Q9NQ92","COPRS",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"COQ8A_HUMAN","Q8NI60","COQ8A",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COX41_HUMAN","P13073","COX4I1",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COX5A_HUMAN","P20674","COX5A",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COX5B_HUMAN","P10606","COX5B",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"COX6C_HUMAN","P09669","COX6C",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CP131_HUMAN","Q9UPN4","CEP131",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CP19A_HUMAN","P11511","CYP19A1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CP1A1_HUMAN","P04798","CYP1A1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CP2A6_HUMAN","P11509","CYP2A6",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CP2E1_HUMAN","P05181","CYP2E1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CP4V2_HUMAN","Q6ZWL3","CYP4V2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CP51A_HUMAN","Q16850","CYP51A1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CPLX2_HUMAN","Q6PUV4","CPLX2",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CPNE1_HUMAN","Q99829","CPNE1",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CPNE2_HUMAN","Q96FN4","CPNE2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CPNE4_HUMAN","Q96A23","CPNE4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CPNE8_HUMAN","Q86YQ8","CPNE8",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CPPED_HUMAN","Q9BRF8","CPPED1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CPSM_HUMAN","P31327","CPS1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CPVL_HUMAN","Q9H3G5","CPVL",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CQ053_HUMAN","Q8N3J3","C17orf53",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CR025_HUMAN","Q96B23","C18orf25",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CRBB1_HUMAN","P53674","CRYBB1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CREB1_HUMAN","P16220","CREB1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"CREST_HUMAN","O75177","SS18L1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CRNN_HUMAN","Q9UBG3","CRNN",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CRTC2_HUMAN","Q53ET0","CRTC2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CRYAB_HUMAN","P02511","CRYAB",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CS025_HUMAN","Q9UFG5","C19orf25",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CS047_HUMAN","Q8N9M1","C19orf47",1," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CSK21_HUMAN","P68400","CSNK2A1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CSK22_HUMAN","P19784","CSNK2A2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CSN1_HUMAN","Q13098","GPS1",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CSN3_HUMAN","Q9UNS2","COPS3",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CSN4_HUMAN","Q9BT78","COPS4",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CSN5_HUMAN","Q92905","COPS5",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"CSTOS_HUMAN","Q96C57","CUSTOS",1,"X"," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CSTOS_HUMAN","Q96C57","CUSTOS",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CT096_HUMAN","Q9NUD7","C20orf96",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CTBP2_HUMAN","P56545","CTBP2",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CTDP1_HUMAN","Q9Y5B0","CTDP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CTNB1_HUMAN","P35222","CTNNB1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CTR2_HUMAN","P52569","SLC7A2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CUL1_HUMAN","Q13616","CUL1",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CUL2_HUMAN","Q13617","CUL2",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CUL3_HUMAN","Q13618","CUL3",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"CWC27_HUMAN","Q6UX04","CWC27",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"CXXC1_HUMAN","Q9P0U4","CXXC1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CXXC5_HUMAN","Q7LFL8","CXXC5",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"CY1_HUMAN","P08574","CYC1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CYB_HUMAN","P00156","MT-CYB",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CYFP1_HUMAN","Q7L576","CYFIP1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"CYH2_HUMAN","Q99418","CYTH2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"CYTA_HUMAN","P01040","CSTA",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"CYTC_HUMAN","P01034","CST3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"CYTD_HUMAN","P28325","CST5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"D11L8_HUMAN","A8MPP1","DDX11L8",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"D39U1_HUMAN","Q9NRG7","SDR39U1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DAAF5_HUMAN","Q86Y56","DNAAF5",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DAD1_HUMAN","P61803","DAD1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DAF_HUMAN","P08174","CD55",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DALD3_HUMAN","Q5D0E6","DALRD3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"DAP1_HUMAN","P51397","DAP",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DAXX_HUMAN","Q9UER7","DAXX",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DAZP2_HUMAN","Q15038","DAZAP2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DBF4A_HUMAN","Q9UBU7","DBF4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DC1L2_HUMAN","O43237","DYNC1LI2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DCA17_HUMAN","Q5H9S7","DCAF17",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DCAF5_HUMAN","Q96JK2","DCAF5",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DCAF7_HUMAN","P61962","DCAF7",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DCAKD_HUMAN","Q8WVC6","DCAKD",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DCR1C_HUMAN","Q96SD1","DCLRE1C",1," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"DCTN2_HUMAN","Q13561","DCTN2",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"DCXR_HUMAN","Q7Z4W1","DCXR",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DDX11_HUMAN","Q96FC9","DDX11",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"DDX12_HUMAN","Q92771","DDX12P",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"DELE1_HUMAN","Q14154","DELE1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DEMA_HUMAN","Q08495","DMTN",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DEN2D_HUMAN","Q9H6A0","DENND2D",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DEN4B_HUMAN","O75064","DENND4B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DEP1B_HUMAN","Q8WUY9","DEPDC1B",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DERL2_HUMAN","Q9GZP9","DERL2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DFFB_HUMAN","O76075","DFFB",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DGKQ_HUMAN","P52824","DGKQ",1," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "
"DHB13_HUMAN","Q7Z5P4","HSD17B13",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DHB4_HUMAN","P51659","HSD17B4",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DHB8_HUMAN","Q92506","HSD17B8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DHCR7_HUMAN","Q9UBM7","DHCR7",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"DHE3_HUMAN","P00367","GLUD1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DHTK1_HUMAN","Q96HY7","DHTKD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DHYS_HUMAN","P49366","DHPS",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DIAP3_HUMAN","Q9NSV4","DIAPH3",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DIC_HUMAN","Q9UBX3","SLC25A10",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DJB11_HUMAN","Q9UBS4","DNAJB11",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DJB12_HUMAN","Q9NXW2","DNAJB12",1,"X"," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"DJC14_HUMAN","Q6Y2X3","DNAJC14",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DJC16_HUMAN","Q9Y2G8","DNAJC16",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DLG1_HUMAN","Q12959","DLG1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DLRB1_HUMAN","Q9NP97","DYNLRB1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DLX2_HUMAN","Q07687","DLX2",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"DLX4_HUMAN","Q92988","DLX4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DMAC2_HUMAN","Q9NW81","DMAC2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DMBT1_HUMAN","Q9UGM3","DMBT1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DMKN_HUMAN","Q6E0U4","DMKN",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DNJA3_HUMAN","Q96EY1","DNAJA3",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DNJA4_HUMAN","Q8WW22","DNAJA4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DNJB1_HUMAN","P25685","DNAJB1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DNJB6_HUMAN","O75190","DNAJB6",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DNJC7_HUMAN","Q99615","DNAJC7",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"DNLI1_HUMAN","P18858","LIG1",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"DNLI3_HUMAN","P49916","LIG3",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"DNLI4_HUMAN","P49917","LIG4",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"DNM3B_HUMAN","Q9UBC3","DNMT3B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"DNM3L_HUMAN","Q9UJW3","DNMT3L",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"DNPEP_HUMAN","Q9ULA0","DNPEP",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DNPH1_HUMAN","O43598","DNPH1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DNS2A_HUMAN","O00115","DNASE2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DPCD_HUMAN","Q9BVM2","DPCD",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DPH2_HUMAN","Q9BQC3","DPH2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DPOD1_HUMAN","P28340","POLD1",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"DPOD2_HUMAN","P49005","POLD2",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"DPOE1_HUMAN","Q07864","POLE",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"DPOE3_HUMAN","Q9NRF9","POLE3",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DPOG1_HUMAN","P54098","POLG",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DPOLM_HUMAN","Q9NP87","POLM",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DPOLQ_HUMAN","O75417","POLQ",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "
"DPP8_HUMAN","Q6V1X1","DPP8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DPY30_HUMAN","Q9C005","DPY30",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DRC9_HUMAN","Q9H095","IQCG",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"DREB_HUMAN","Q16643","DBN1",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DRS7B_HUMAN","Q6IAN0","DHRS7B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DSCR4_HUMAN","P56555","DSCR4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DSG2_HUMAN","Q14126","DSG2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DUS12_HUMAN","Q9UNI6","DUSP12",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DUS1L_HUMAN","Q6P1R4","DUS1L",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"DUS23_HUMAN","Q9BVJ7","DUSP23",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DUS3_HUMAN","P51452","DUSP3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"DUS4L_HUMAN","O95620","DUS4L",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"DUS9_HUMAN","Q99956","DUSP9",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"DVL2_HUMAN","O14641","DVL2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"DYHC2_HUMAN","Q8NCM8","DYNC2H1",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"DYLT1_HUMAN","P63172","DYNLT1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"DYR_HUMAN","P00374","DHFR",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"DYR2_HUMAN","Q86XF0","DHFR2",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
